,SA_HOMER_ID,DEVICE_ID,D_DAY,LATITUDE_HOME,LONGITUDE_HOME,LATITUDE_WORK,LONGITUDE_WORK,CNT_LOG_HOME,CNT_LOG_NON_HOME,VOLUME,UNITS,Unnamed: 11,Distance
238,512489,5398221,2017/11/11,23.9123,112.1836,23.913,112.1809,1,9,5788.0,2.0,,285.2800917802088
239,5e4558,5392962,2017/11/11,24.5196,117.8819,24.5074,117.8686,4,8,6899.0,2.0,,1910.7374536965501
240,543513,5397021,2017/11/11,34.871,116.0907,34.8061,116.0344,3,9,14551.0,6.0,,8858.884984179576
241,535694,5396805,2017/11/11,37.5078,121.2703,37.5206,121.2685,1,6,3500.0,2.0,,1432.1220681467526
242,5021345,5398582,2017/11/11,23.0411,113.1139,23.0399,113.1139,1,3,10876.0,2.0,,133.4339119734056
243,5j4188,5394709,2017/11/11,23.1541,110.1606,23.155,110.1604,4,8,4996.0,2.0,,102.1430175459808
244,5c4205,5397015,2017/11/11,40.4051,118.9421,40.4045,118.9418,3,4,1000.0,1.0,,71.38915291700486
245,5m3391,5393318,2017/11/11,40.0525,113.2841,40.0529,113.28399999999999,3,6,4700.0,2.0,,45.28503745701551
246,5k5168,5396590,2017/11/11,42.0584,121.7424,42.058,121.7429,2,1,16976.0,7.0,,60.68161714702175
247,5b2409,5393598,2017/11/11,35.5707,114.5288,35.574,114.5306,3,8,26090.0,10.0,,401.43602110519834
248,5m9742,5396815,2017/11/11,34.4628,109.0023,34.4652,109.0024,4,8,2200.0,1.0,,267.0252504756568
249,5102136,5394305,2017/11/11,39.222,116.9367,39.2556,116.8864,4,6,6919.0,2.0,,5720.5427867507615
250,5t9217,5394119,2017/11/11,47.9997,134.1356,47.9994,134.1357,2,1,6699.0,3.0,,34.178186988785306
251,5c51182,5399515,2017/11/11,25.9736,119.6334,25.9691,119.6369,3,6,14598.0,3.0,,610.5680065702264
252,540768,5395973,2017/11/11,35.1451,118.2376,35.1501,118.2328,4,4,14890.0,5.0,,706.8031489416762
253,5a3874,5396754,2017/11/11,39.537,118.096,39.5437,118.0947,2,2,10810.0,5.0,,753.3000009245112
254,5a8316,5396295,2017/11/11,37.2855,114.5095,37.2855,114.5096,3,2,16200.0,5.0,,8.8469665278518
255,5m3349,5393732,2017/11/11,40.093,113.2756,40.0923,113.2756,2,9,8200.0,4.0,,77.83644865127116
256,5m3314,5393265,2017/11/11,40.0113,113.2122,40.0123,113.2079,1,1,4400.0,2.0,,382.72103477188887
257,565441,5398857,2017/11/11,22.945999999999998,115.4539,22.9527,115.4577,1,8,26094.0,9.0,,840.4939636534423
258,5q5200,5394476,2017/11/11,22.3315,109.4201,22.3318,109.4203,2,2,7198.0,3.0,,39.19128209287165
259,5s6133,5393601,2017/11/11,39.5126,112.27600000000001,39.5197,112.2862,1,1,6100.0,4.0,,1178.4936217865672
260,5t1278,5392715,2017/11/11,36.5021,112.3336,36.5039,112.336,3,4,11789.0,6.0,,293.3890748585591
261,5b2471,5393844,2017/11/11,35.9482,114.8891,35.9492,114.8933,3,6,14999.0,11.0,,394.0843978820395
262,5102792,5394569,2017/11/11,38.986,117.4893,38.9859,117.4888,3,9,6898.0,3.0,,44.623526170684386
263,573385,5399090,2017/11/11,26.4518,111.5964,26.4521,111.5966,4,8,10097.0,4.0,,38.84875666632559
264,539047,5393154,2017/11/11,35.4066,116.5809,35.4065,116.5809,3,2,14098.0,4.0,,11.119492663861031
265,521496,5396708,2017/11/11,36.9683,117.17,36.9691,117.1705,3,7,13230.0,7.0,,99.43002405023203
266,5k1838,5396208,2017/11/11,39.0806,121.6804,39.0788,121.6803,2,8,2999.0,1.0,,200.3369078488491
267,5t3064,5397700,2017/11/11,37.8556,113.5836,37.8549,113.5829,2,2,26648.0,6.0,,99.17385990379067
268,5q5172,5394759,2017/11/11,22.1823,109.4636,22.1827,109.464,4,8,21996.0,6.0,,60.61826847624431
269,553263,5398424,2017/11/11,22.7664,111.5689,22.7686,111.5719,3,3,2399.0,1.0,,393.0096625035333
270,5221226,5397689,2017/11/11,36.281,120.006,36.2915,120.0382,3,7,18736.0,7.0,,3113.331133902265
271,5c3190,5395033,2017/11/11,37.3455,115.9707,37.3451,115.9708,4,1,10198.0,4.0,,45.347924521792294
272,5b1551,5394172,2017/11/11,34.3919,111.6421,34.3924,111.64200000000001,1,2,10774.0,3.0,,56.349547237414356
273,5102725,5394497,2017/11/11,38.9321,117.3778,38.931999999999995,117.3777,3,9,7749.0,2.0,,14.087636229031931
274,5c2076,5396400,2017/11/11,39.756,117.0028,,,1,0,13494.0,5.0,,
275,535965,5401760,2017/11/11,37.6095,120.3798,37.6006,120.3822,4,2,18698.0,5.0,,1011.9666509998501
276,5m3252,5393242,2017/11/11,40.1217,113.3005,40.1119,113.2835,3,9,2799.0,4.0,,1810.299043947067
277,5d8351,5401521,2017/11/11,29.006,114.2356,29.006,114.2355,3,3,9944.0,4.0,,9.724762838604097
278,512219,5398110,2017/11/11,23.0341,112.4559,23.0334,112.4546,2,4,8697.0,3.0,,154.12715179372404
279,535705,5397521,2017/11/11,37.8119,120.7709,37.813,120.7756,2,7,12500.0,3.0,,430.6149023883153
280,5b6628,5393159,2017/11/11,33.298,111.4777,33.2978,111.4786,4,8,24570.0,8.0,,86.55167252091522
281,5a7474,5396300,2017/11/11,38.8587,115.4938,38.8585,115.4945,2,9,6047.0,3.0,,64.56209386846136
282,542513,5398911,2017/11/11,30.4573,115.26,30.4527,115.2604,4,8,15285.0,5.0,,512.9316582891014
283,544459,5397123,2017/11/11,37.7264,117.211,37.7265,117.2113,2,8,7650.0,5.0,,28.631972525927036
284,5c2885,5401706,2017/11/11,39.1097,116.3975,39.1085,116.3973,1,1,13293.0,5.0,,134.54511237532407
285,545356,5401719,2017/11/11,36.3265,116.3325,36.3406,116.3271,3,9,9550.0,4.0,,1640.770416360575
286,5021201,5398494,2017/11/11,22.758000000000003,113.3295,,,2,0,8484.0,3.0,,
287,5u3314,5395935,2017/11/11,45.8458,123.2022,45.8448,123.2048,1,7,5360.0,2.0,,230.04944149100422
288,5102097,5394229,2017/11/11,39.2812,117.432,39.2815,117.432,3,9,4900.0,2.0,,33.35847799370506
289,512480,5398132,2017/11/11,23.0607,112.4952,23.059,112.4888,1,1,9797.0,4.0,,681.524171108741
290,5102779,5394081,2017/11/11,39.0329,117.6823,39.034,117.6859,3,8,25369.0,8.0,,334.13781216645094
291,5c8858,5395204,2017/11/11,24.5284,118.1092,24.5285,118.1091,3,6,4998.0,1.0,,15.032528473494493
292,5221391,5397658,2017/11/11,35.9603,120.1818,35.9603,120.1815,1,2,14198.0,6.0,,27.00115515953324
293,5a8156,5395831,2017/11/11,36.8688,114.4983,36.8687,114.4984,3,1,14597.0,5.0,,14.239982079580686
294,5b7387,5392673,2017/11/11,33.6151,114.6372,33.6119,114.6353,3,9,9000.0,3.0,,396.94691024831434
295,5581042,5401218,2017/11/11,23.2581,116.4127,23.2541,116.416,2,4,8686.0,3.0,,558.1082568900911
296,5a7719,5397296,2017/11/11,38.5546,114.8082,38.5481,114.8061,4,9,2800.0,1.0,,745.4802218820817
297,5e4549,5392989,2017/11/11,23.7043,117.421,23.7055,117.4203,3,8,2699.0,1.0,,151.27430268093462
298,538483,5393455,2017/11/11,35.7636,117.4983,35.7211,117.6341,4,7,22980.0,9.0,,13135.698499249453
299,5w2189,5393337,2017/11/11,40.8162,111.6622,40.8164,111.662,1,8,19073.0,4.0,,27.889851701604606
300,553397,5398468,2017/11/11,22.708000000000002,112.227,22.7212,112.229,0,5,2099.0,1.0,,1482.0393377190235
301,5h52505,5396924,2017/11/11,40.126999999999995,116.6823,40.1194,116.6629,4,6,8298.0,2.0,,1853.3890872902891
302,534638,5396889,2017/11/11,36.9595,118.0993,36.9599,118.1014,4,8,18100.0,6.0,,191.8156465115051
303,5j3124,5394700,2017/11/11,21.7622,108.3534,21.7597,108.3542,3,7,2899.0,1.0,,290.0042900932549
304,5b1603,5394542,2017/11/11,34.42,112.4263,34.4187,112.4273,1,7,10800.0,3.0,,171.20037527869357
305,5k4077,5392559,2017/11/11,41.2394,119.3991,41.2391,119.3988,1,1,8496.0,4.0,,41.737430060703176
306,5b3572,5394601,2017/11/11,35.3703,113.7806,35.3841,113.8562,2,8,10699.0,4.0,,7023.843819715067
307,5b4492,5394293,2017/11/11,32.8009,114.0248,32.8038,114.0243,4,2,11000.0,4.0,,325.8339362152065
308,5102179,5394564,2017/11/11,38.9341,116.9167,,,2,0,10095.0,3.0,,
309,5b6394,5393206,2017/11/11,32.3709,113.4009,32.3705,113.4009,2,1,27066.0,9.0,,44.47797065756609
310,532482,5399257,2017/11/11,24.8324,113.556,24.8322,113.5562,0,2,5200.0,2.0,,30.031939753574072
311,5a3663,5396751,2017/11/11,40.1888,118.1088,40.1907,118.1443,2,9,11997.0,4.0,,3022.8713259586957
312,5t3052,5397737,2017/11/11,37.8675,113.5591,,,1,0,5698.0,2.0,,
313,533608,5397078,2017/11/11,36.8534,119.3897,,,3,0,8400.0,4.0,,
314,5m3286,5393466,2017/11/11,40.0308,113.1796,40.0042,113.1411,0,4,3400.0,2.0,,4415.620498821617
315,5r8325,5398806,2017/11/11,32.6461,109.5439,32.6462,109.544,3,7,2198.0,2.0,,14.536348141889752
316,5221616,5397634,2017/11/11,36.0793,119.9983,36.0904,120.0075,3,9,3299.0,1.0,,1485.5589429283734
317,5b6301,5392969,2017/11/11,33.3033,111.4852,33.2971,111.4757,1,8,19800.0,5.0,,1120.1806340135138
318,5102036,5394668,2017/11/11,40.0835,117.6007,,,1,0,10800.0,4.0,,
319,5k6568,5392647,2017/11/11,41.786,123.1396,41.7813,123.1389,3,9,4236.0,2.0,,525.8291434276421
320,5m6163,5393777,2017/11/11,38.4229,112.7228,38.4214,112.7239,0,7,3800.0,2.0,,192.36069332631945
321,5m4292,5393779,2017/11/11,37.0274,111.90899999999999,37.032,111.9235,4,8,11300.0,5.0,,1385.0648113062252
322,5101114,5394503,2017/11/11,39.728,117.4237,39.7091,117.4346,2,8,5150.0,2.0,,2299.0873856573107
323,557382,5396506,2017/11/11,37.477,122.0268,37.4781,122.0284,3,6,9799.0,3.0,,186.80275000581904
324,5a5470,5395561,2017/11/11,38.7093,116.1024,38.7089,116.1015,0,1,7449.0,4.0,,89.87016241189603
325,5c7911,5395719,2017/11/11,24.7661,118.4879,24.7411,118.48100000000001,3,9,13995.0,4.0,,2865.85986216857
326,553242,5398469,2017/11/11,22.9331,112.0375,22.933000000000003,112.0375,3,8,2549.0,1.0,,11.119492664214691
327,5w7076,5393308,2017/11/11,39.2423,109.7762,39.3867,109.8102,3,9,6600.0,2.0,,16320.793470373697
328,5q5186,5394713,2017/11/11,22.2762,109.54799999999999,22.2757,109.54899999999999,2,8,6800.0,3.0,,116.95611294183988
329,5a3676,5397129,2017/11/11,39.7539,117.8456,39.7336,117.8802,3,9,3000.0,1.0,,3721.0961623158887
330,575496,5394026,2017/11/11,30.2904,109.4798,30.2908,109.4796,3,1,14247.0,6.0,,48.446264380041775
331,5221219,5397656,2017/11/11,36.0937,120.3501,36.0976,120.3484,1,1,14915.0,6.0,,459.7737252176365
332,5a7592,5396316,2017/11/11,38.8581,115.4745,38.8214,115.4701,1,7,9394.0,6.0,,4098.60867019883
333,5c4203,5396528,2017/11/11,40.405,118.9418,,,1,0,19379.0,7.0,,
334,5t1311,5394404,2017/11/11,36.5319,113.0395,36.5301,113.0363,3,3,12895.0,7.0,,349.0111701087373
335,5a3262,5396732,2017/11/11,39.8294,118.3405,39.8292,118.3406,3,9,9400.0,4.0,,23.82208651688778
336,5102880,5394381,2017/11/11,39.0883,117.1187,39.0861,117.0326,0,3,2650.0,1.0,,7435.151525114128
337,5j2205,5395640,2017/11/11,22.2785,109.9755,22.2761,109.9778,2,5,8448.0,2.0,,356.6876030290844
338,533058,5397093,2017/11/11,36.4336,119.2037,36.4334,119.2037,4,7,6000.0,3.0,,22.238985328429383
339,565449,5398820,2017/11/11,22.8754,116.0759,22.8752,116.0901,4,8,11098.0,3.0,,1454.956946220105
340,5u2167,5396515,2017/11/11,44.9707,125.6148,44.9779,125.6263,0,1,1900.0,2.0,,1208.0105482723816
341,5d8433,5401519,2017/11/11,29.0351,114.5709,29.0346,114.5711,4,1,6200.0,2.0,,58.89949654048516
342,543403,5396087,2017/11/11,35.2209,115.0178,35.2211,115.0176,3,1,7000.0,5.0,,28.716553916994233
343,539925,5393227,2017/11/11,35.8033,116.0862,35.8035,116.0856,3,8,13346.0,5.0,,58.501272582983454
344,515236,5398936,2017/11/11,20.9125,110.083,20.9124,110.0829,3,6,2799.0,1.0,,15.216216739672074
345,5221130,5397702,2017/11/11,36.2894,120.0036,36.2893,120.0037,3,1,11998.0,3.0,,14.281938700269992
346,5j6200,5394969,2017/11/11,23.4799,111.3004,23.48,111.3004,2,3,8296.0,3.0,,11.119492664214691
347,544578,5397314,2017/11/11,37.2122,116.0825,37.2129,116.0857,4,8,4899.0,2.0,,293.87262459657774
348,532537,5399208,2017/11/11,24.3577,114.1252,24.3588,114.1237,3,9,3800.0,1.0,,195.0594338547491
349,538653,5393506,2017/11/11,35.9276,117.4995,35.9359,117.495,4,8,1000.0,1.0,,1007.9360348442292
350,557485,5394628,2017/11/11,36.8665,121.6474,36.9012,121.5282,3,9,2984.0,3.0,,11281.927248724829
351,5a8372,5396153,2017/11/11,36.8687,114.4991,36.8683,114.4988,2,1,3000.0,2.0,,51.87003265127679
352,5a7589,5397265,2017/11/11,38.8588,115.4828,38.8591,115.4826,1,9,4095.0,2.0,,37.58561274329872
353,5102201,5394586,2017/11/11,40.0334,117.4065,40.0335,117.4064,4,8,5698.0,2.0,,14.00459858595747
354,5102791,5394632,2017/11/11,39.0164,117.6617,39.0164,117.6616,3,3,8799.0,2.0,,8.639465476288589
355,517627,5398291,2017/11/11,21.9301,110.8639,21.9241,110.8581,1,8,4196.0,2.0,,896.1303153895686
356,5331096,5396879,2017/11/11,36.6925,118.4764,36.6922,118.4766,1,2,8450.0,3.0,,37.82571041432037
357,535961,5401578,2017/11/11,37.5795,121.1554,37.5795,121.1553,3,9,3648.0,2.0,,8.812285757295104
358,5h51636,5396938,2017/11/11,40.2328,116.1215,,,1,0,9399.0,2.0,,
359,5u2231,5396517,2017/11/11,45.1741,124.8239,45.1742,124.8223,0,1,8500.0,3.0,,125.91169443215084
360,5c8960,5395351,2017/11/11,24.6426,118.2126,24.6449,118.21600000000001,3,6,2498.0,1.0,,428.35433104721454
361,5j2246,5394557,2017/11/11,22.7032,110.34299999999999,22.6989,110.34200000000001,4,8,4898.0,2.0,,489.0183408238155
362,567485,5401406,2017/11/11,29.8722,114.2806,29.8725,114.2807,2,3,4000.0,2.0,,34.72403554891186
363,5a8125,5395910,2017/11/11,37.0637,114.5001,37.0639,114.5006,3,2,7430.0,3.0,,49.62670663200065
364,5c3123,5394956,2017/11/11,37.6055,116.0112,37.6054,116.0113,3,9,11879.0,4.0,,14.186097401281405
365,5013485,5398630,2017/11/11,23.2913,113.8247,23.2914,113.8251,3,4,3800.0,1.0,,42.33951059681119
366,5t7130,5396274,2017/11/11,48.5889,129.4283,48.589,129.4283,4,8,5198.0,2.0,,11.119492664568353
367,5c2632,5401729,2017/11/11,39.9522,116.9076,39.9521,116.9077,0,8,4897.0,2.0,,14.010765582886552
368,5h8195,5395825,2017/11/11,23.8135,108.8855,23.8056,108.8853,3,4,7495.0,5.0,,878.6755174479243
369,5b4392,5393019,2017/11/11,32.9845,114.0223,32.9908,114.0198,4,8,14088.0,3.0,,738.3149087127714
370,5b1639,5394344,2017/11/11,34.0776,112.2658,34.0775,112.2658,1,2,2580.0,2.0,,11.119492664568353
371,5h8146,5395589,2017/11/11,24.0685,108.6622,24.0616,108.6617,3,3,3598.0,2.0,,768.9226074845297
372,545343,5397347,2017/11/11,36.4557,115.9601,36.4548,115.9687,4,8,1000.0,1.0,,775.6364918908266
373,5c3165,5395213,2017/11/11,37.346,115.9673,37.3457,115.9697,3,5,2100.0,3.0,,214.7633445836307
374,5c3189,5394912,2017/11/11,37.6916,116.2655,37.6881,116.2681,4,8,2799.0,2.0,,451.44528427947915
375,5102865,5394227,2017/11/11,39.0278,117.6521,,,2,0,4598.0,1.0,,
376,510502,5394102,2017/11/11,39.3832,117.0709,39.3816,117.0765,4,9,8479.0,3.0,,513.126259306984
377,5q5151,5394715,2017/11/11,22.1117,109.1074,22.1548,109.1913,1,8,2699.0,1.0,,9881.724251166332
378,543126,5396054,2017/11/11,35.2972,115.1041,35.2882,115.0912,4,8,4899.0,2.0,,1540.2101502066187
379,5j2388,5395858,2017/11/11,22.8785,110.0774,22.8195,110.0579,2,8,7950.0,3.0,,6858.046518925533
380,5f9285,5401393,2017/11/11,33.4353,113.6028,33.4354,113.6031,3,8,9949.0,5.0,,29.976538496610107
381,5u3285,5395953,2017/11/11,45.771,121.8363,45.7679,121.8287,4,8,6547.0,3.0,,682.8709312706246
382,5101407,5392660,2017/11/11,39.1736,117.4105,39.1734,117.4089,0,5,9800.0,3.0,,139.70524019105153
383,5021290,5398222,2017/11/11,23.1003,113.1717,23.1002,113.1717,2,5,2198.0,1.0,,11.119492664214691
384,5c2567,5396023,2017/11/11,39.5199,116.6938,39.5201,116.6934,4,7,11695.0,4.0,,40.887372685293315
385,5c2642,5401759,2017/11/11,39.4365,116.3019,39.4362,116.3005,2,1,5286.0,2.0,,124.77288283639508
386,5053742,5401625,2017/11/11,22.9329,113.9253,22.9333,113.9255,2,2,8686.0,3.0,,48.96703475656107
387,5r8319,5398753,2017/11/11,32.8367,109.3603,32.8367,109.3601,2,8,1299.0,1.0,,18.685627966393838
388,5m9702,5396675,2017/11/11,34.1128,108.6063,34.1116,108.6036,2,7,3698.0,2.0,,282.11961633673167
389,5221547,5397626,2017/11/11,35.8819,119.9931,35.8818,119.9932,4,5,5448.0,4.0,,14.311216269034622
390,5f9381,5401390,2017/11/11,33.5712,114.0276,33.5708,114.0276,0,2,8700.0,4.0,,44.47797065756609
391,5k6621,5392646,2017/11/11,41.7797,123.3925,41.7786,123.3926,3,7,26174.0,6.0,,122.59516558314137
392,565450,5398889,2017/11/11,23.0615,115.3894,23.0617,115.3899,2,1,8499.0,3.0,,55.779386488025295
393,5k8110,5396200,2017/11/11,43.1977,124.04899999999999,43.1974,124.0493,5,5,15630.0,4.0,,41.281543582176944
394,5a5333,5395290,2017/11/11,38.3671,117.3433,38.3672,117.3434,3,4,10782.0,4.0,,14.129780243036084
395,599616,5394256,2017/11/11,33.9773,118.1554,33.9624,118.1526,1,3,2998.0,1.0,,1676.8043116923693
396,5711096,5394621,2017/11/11,26.8695,109.7191,26.8762,109.7167,0,1,5298.0,2.0,,782.1134185479609
397,5c8952,5395031,2017/11/11,24.6919,118.1308,24.7174,118.1426,4,8,4999.0,1.0,,3075.8380297233493
398,5c71235,5395487,2017/11/11,24.7483,118.5305,24.7515,118.5306,4,7,5400.0,2.0,,355.9670259147945
399,5c7948,5395450,2017/11/11,24.7477,118.4134,24.7481,118.4139,3,3,2000.0,1.0,,67.28790566000502
400,5102043,5394215,2017/11/11,39.3773,117.0632,39.3865,117.0538,3,9,12699.0,5.0,,1303.5377658351424
401,577109,5401361,2017/11/11,30.3811,114.8646,30.383000000000003,114.8711,1,7,15497.0,4.0,,658.3320735173406
402,5c2532,5396355,2017/11/11,39.434,116.2957,,,1,0,4598.0,2.0,,
403,5r2435,5394107,2017/11/11,44.1505,125.8284,,,2,0,8397.0,3.0,,
404,5w6072,5393404,2017/11/11,41.031000000000006,113.1045,41.031000000000006,113.1043,3,1,2650.0,1.0,,16.776078830322966
405,5021602,5398337,2017/11/11,23.2366,113.0148,23.2359,113.0148,1,3,2000.0,1.0,,77.83644865091749
406,564357,5397585,2017/11/11,35.1863,117.2541,35.1951,117.2076,3,9,3300.0,2.0,,4337.401324452319
407,535655,5396551,2017/11/11,37.5201,121.2605,37.5172,121.2691,3,9,5888.0,2.0,,824.1777582424139
408,556282,5396361,2017/11/11,37.7404,117.6036,37.7313,117.60600000000001,3,8,5498.0,3.0,,1033.649231340106
409,5101519,5394534,2017/11/11,39.4039,117.4383,39.404,117.4383,3,9,7200.0,1.0,,11.119492665275676
410,522502,5397515,2017/11/11,35.8764,119.9926,35.8765,119.9921,0,2,6297.0,4.0,,46.40166649501017
411,5c21075,5397231,2017/11/11,39.8584,117.1706,39.8606,117.1743,3,9,4799.0,2.0,,399.47723791921777
412,5m2240,5393726,2017/11/11,37.7997,112.588,,,1,0,12576.0,2.0,,
413,5a3952,5396772,2017/11/11,39.8262,118.1139,39.826,118.1139,4,2,3997.0,2.0,,22.238985329136707
414,522451,5397507,2017/11/11,36.7866,119.9498,36.7966,119.9627,4,8,9700.0,3.0,,1598.7364462936107
415,5102161,5394341,2017/11/11,39.2444,116.9407,39.2436,116.9403,2,8,2600.0,1.0,,95.39240650056175
416,5c1474,5393100,2017/11/11,40.3822,118.0129,40.3825,118.0131,4,8,7500.0,3.0,,37.413381177383215
417,5c71221,5395454,2017/11/11,25.2061,118.8818,25.2037,118.8863,3,9,5500.0,1.0,,525.5367201973397
418,532481,5399164,2017/11/11,24.799,113.5841,24.799,113.5767,2,1,3798.0,2.0,,746.9638746768252
419,5c1343,5393101,2017/11/11,40.9587,117.7922,40.9591,117.7923,3,1,1000.0,1.0,,45.26370677839485
420,533740,5397008,2017/11/11,36.5122,118.5323,36.5122,118.5325,3,1,5300.0,3.0,,17.874143827854336
421,5k4086,5392428,2017/11/11,41.3285,120.0863,41.3527,120.0847,3,9,5698.0,2.0,,2694.230492110273
422,5c3158,5395532,2017/11/11,37.7363,115.6949,37.7367,115.6948,0,2,5300.0,3.0,,45.33892938229593
423,564235,5396521,2017/11/11,34.5649,117.7216,34.5749,117.7257,2,8,7040.0,4.0,,1173.609263356912
424,510946,5394213,2017/11/11,40.0389,117.3996,40.0391,117.3997,3,8,1600.0,1.0,,23.812734733880472
425,573371,5399093,2017/11/11,26.4514,111.5935,26.4514,111.5939,3,9,5000.0,1.0,,39.82168390490557
426,5m6261,5393778,2017/11/11,38.3542,111.9355,38.3544,111.9358,3,3,1000.0,1.0,,34.33487323222035
427,5k5136,5396540,2017/11/11,42.2092,122.0369,42.3224,122.1071,3,3,4390.0,2.0,,13849.492114813893
428,5c71350,5395459,2017/11/11,24.7053,118.4173,24.705,118.4173,1,6,4994.0,3.0,,33.35847799370506
429,5101451,5394409,2017/11/11,38.6196,117.3294,38.6199,117.329,4,8,2998.0,1.0,,48.170650175586914
430,5013556,5398674,2017/11/11,22.8264,113.5034,22.8266,113.5033,3,3,1900.0,1.0,,24.486882785045875
431,5c51022,5399504,2017/11/11,26.0807,119.3227,26.065,119.3204,1,5,2500.0,1.0,,1760.8099126038794
432,532453,5399142,2017/11/11,24.4143,114.0848,24.3841,114.1032,3,8,4300.0,1.0,,3840.374803928067
433,5b5818,5392465,2017/11/11,32.1861,115.6671,32.1892,115.6681,3,8,4000.0,1.0,,357.31892766756096
434,5k4101,5392575,2017/11/11,41.5758,120.4524,41.5758,120.4524,5,8,5300.0,1.0,,0.0
435,5b2350,5393344,2017/11/11,36.0904,114.3662,36.0972,114.3489,2,2,2699.0,1.0,,1728.5772895542598
436,5021202,5398349,2017/11/11,22.7784,113.2713,22.7781,113.2711,2,3,5298.0,2.0,,39.15642334576592
437,538281,5393482,2017/11/11,35.9087,117.7538,35.9085,117.7541,3,8,7000.0,2.0,,34.994129497523204
438,5b2494,5393893,2017/11/11,36.1042,114.3502,36.1045,114.3499,1,1,2649.0,1.0,,42.88576314205064
439,5w8063,5395993,2017/11/11,48.2161,118.2658,48.2158,118.266,3,5,5398.0,2.0,,36.50168131648134
440,5021310,5398198,2017/11/11,22.7686,113.2931,22.7687,113.2929,3,3,2498.0,1.0,,23.326802272556105
441,5b9210,5395160,2017/11/11,40.609,115.0559,40.6084,115.0559,3,8,700.0,1.0,,66.7169559867028
442,5221359,5397601,2017/11/11,36.2865,120.0025,36.2864,120.0025,4,8,7798.0,2.0,,11.119492663861031
443,563301,5397136,2017/11/11,37.463,118.5056,,,1,0,9188.0,3.0,,
444,5c4262,5396547,2017/11/11,39.8903,119.2278,39.8808,119.2249,3,8,2800.0,1.0,,1084.9441685748372
445,563231,5397211,2017/11/11,37.4537,118.6536,37.4284,118.6531,0,2,4200.0,1.0,,2813.577954901144
446,5f9379,5401775,2017/11/11,33.5601,114.0038,33.5606,114.0046,1,7,8599.0,1.0,,92.66035145145779
447,554407,5401703,2017/11/11,21.8576,111.9697,21.8569,111.9738,0,5,7650.0,2.0,,430.22622045668527
448,558896,5401201,2017/11/11,23.444000000000003,116.7995,23.444000000000003,116.7995,0,5,8098.0,3.0,,0.0
449,5021119,5398014,2017/11/11,22.8577,113.1285,22.8622,113.124,4,8,17798.0,3.0,,680.4178973296097
450,5r8326,5398791,2017/11/11,32.3168,108.8964,32.3157,108.8964,0,6,2800.0,1.0,,122.31441930883724
451,511554,5401258,2017/11/11,23.7417,113.0123,23.7376,113.0159,2,2,2300.0,1.0,,584.90592821283
452,5w4334,5393105,2017/11/11,42.286,119.9002,42.2883,119.8977,0,1,3398.0,2.0,,328.1754692919942
453,5d8543,5401670,2017/11/11,29.2432,115.7947,29.2372,115.8114,4,8,3198.0,1.0,,1752.3187286026034
454,530537,5398808,2017/11/11,24.2924,116.1002,,,1,0,4298.0,2.0,,
455,540649,5396821,2017/11/11,35.0944,118.3171,35.1044,118.3042,3,8,7999.0,2.0,,1616.6967140391962
456,5c8806,5395401,2017/11/11,24.6854,118.131,24.6852,118.1303,0,2,5000.0,1.0,,74.13751227593609
457,5102143,5394064,2017/11/11,39.2968,116.8947,39.283,116.9315,4,8,3500.0,1.0,,3519.1599580815664
458,5102152,5394343,2017/11/11,39.2471,116.9364,39.247,116.9368,1,3,2999.0,1.0,,36.19518818301395
459,515215,5398794,2017/11/11,21.6168,110.274,21.6161,110.2774,2,8,2750.0,1.0,,359.98944904179336
460,5101883,5394353,2017/11/11,40.0431,117.4154,,,1,0,1480.0,1.0,,
461,5181708,5397463,2017/11/12,30.7051,114.2834,30.7054,114.2834,2,2,2499.0,1.0,,33.35847799370506
462,524433,5401565,2017/11/12,25.2824,112.5534,,,2,0,9098.0,6.0,,
463,512219,5398110,2017/11/12,23.0341,112.4563,23.034000000000002,112.4553,1,9,4838.0,1.0,,102.93199989363593
