,Unnamed: 0,CODE_SALESROOM,NAME_SALESROOM,NUM_LONGITUDE,NUM_LATITUDE,NAME_DISTRICT,Business
217,406,63057,深圳市宝安区福永本三自行车店,113.82093,22.672635999999997,宝安区,福永
218,2676,69235,深圳市宝安区福永秉皆信手机店,113.80977,22.673486999999998,宝安区,福永
219,1760,68057,深圳市宝安区福永陈东晓手机店二分店,113.82773,22.677668,宝安区,福永
220,1751,68056,深圳市宝安区福永陈东晓手机店一分店,113.82773,22.677668,宝安区,福永
221,739,66594,深圳市宝安区福永陈记佳乐通讯手机店,113.816055,22.70875,宝安区,
222,10,63627,深圳市宝安区福永陈建兴自行车行,113.90534,22.756395,宝安区,
223,1297,67417,深圳市宝安区福永陈建兴自行车行二分店,113.81756000000001,22.700395999999998,宝安区,
224,357,65502,深圳市宝安区福永诚鑫兴通讯器材经营部二分店,113.84775,22.700789999999998,宝安区,
225,514,66587,深圳市宝安区福永创鑫通信手机配件店,113.80011999999999,22.700249,宝安区,
226,2670,69209,深圳市宝安区福永大展自行车行,113.80011999999999,22.700249,宝安区,
227,1065,66886,深圳市宝安区福永德信城手机店-新和店,113.80598,22.678986,宝安区,福永
228,491,66165,深圳市宝安区福永德興自行车行,113.84193400000001,22.696245,宝安区,福永
229,1298,67386,深圳市宝安区福永东慧自行车行,113.75088500000001,22.804533,宝安区,
230,1500,67662,深圳市宝安区福永东田手机配件通讯商店,113.81092,22.693228,宝安区,福永
231,1555,67774,深圳市宝安区福永丰择手机通讯商行,113.81756000000001,22.700395999999998,宝安区,
232,1270,67331,深圳市宝安区福永风发通讯手机店苹果店,113.83478500000001,22.680088,宝安区,福永
233,1464,67624,深圳市宝安区福永凤凰长虹卡行,113.844604,22.693945000000003,宝安区,福永
234,1396,67495,深圳市宝安区福永凤凰振兴手机商行,113.844604,22.693945000000003,宝安区,福永
235,2849,69386,深圳市宝安区福永福兴源单车行,113.80628,22.706547,宝安区,
236,272,64420,深圳市宝安区福永福之佳数码产品经营店,113.8117,22.693697,宝安区,福永
237,3058,69717,深圳市宝安区福永富军向上通讯器材店（坪地店）,114.21666,22.65543,龙岗区,横岗
238,2957,69548,深圳市宝安区福永富军向上通讯器材店（沙井店）,113.82737,22.758307000000002,宝安区,沙井
239,2469,68977,深圳市宝安区福永富军向上通讯器材店-大浪店,114.00008400000002,22.68447,龙华区,
240,2076,68552,深圳市宝安区福永富军向上通讯器材店—福永店,113.75088500000001,22.804533,宝安区,
241,3296,69880,深圳市宝安区福永富军向上通讯器材店--岗头店,114.073,22.6623,龙岗区,万科城
242,2188,68675,深圳市宝安区福永富军向上通讯器材店-黄田2店,113.85113,22.630856,宝安区,
243,2043,68463,深圳市宝安区福永富军向上通讯器材店—黄田店,113.85113,22.630856,宝安区,
244,2137,68692,深圳市宝安区福永富军向上通讯器材店-桥头店,113.81092,22.693228,宝安区,福永
245,2782,69425,深圳市宝安区福永富军向上通讯器材店-西乡店,113.8886,22.582644000000002,宝安区,"西乡,新安,翻身路"
246,3200,69776,深圳市宝安区福永富军向上通讯器材店-新和店,114.01343999999999,22.734776999999998,宝安区,
247,1734,68026,深圳市宝安区福永广龙腾通讯店,113.89227,22.67633,宝安区,
248,1834,68192,深圳市宝安区福永广信永顺自行车行,113.83821,22.699133,宝安区,
249,2442,68909,深圳市宝安区福永海顺兴自行车行,113.80977,22.673486999999998,宝安区,福永
250,2153,68689,深圳市宝安区福永汉泉手机配件店,113.80628,22.706547,宝安区,
251,2838,69384,深圳市宝安区福永汉泉手机配件店易生源店,113.80963,22.706478,宝安区,
252,2835,69383,深圳市宝安区福永汉泉手机配件店智能商城老店,113.80628,22.706547,宝安区,
253,2351,68907,深圳市宝安区福永航盛通讯店-航盛二店,113.83478500000001,22.680088,宝安区,福永
254,2345,68906,深圳市宝安区福永航盛通讯店-航盛一店,113.83478500000001,22.680088,宝安区,福永
255,2935,69563,深圳市宝安区福永航盛通讯店-桥头店,113.81092,22.693228,宝安区,福永
256,368,65233,深圳市宝安区福永和盛发通讯店,113.79919,22.696407,宝安区,福永
257,993,65437,深圳市宝安区福永和兴恒通讯器材经营部,113.80646000000002,22.678112,宝安区,福永
258,1504,67676,深圳市宝安区福永恒恒源通信店,113.80977,22.673486999999998,宝安区,福永
259,533,66436,深圳市宝安区福永恒辉通讯手机店,113.83473000000001,22.70725,宝安区,
260,1482,67654,深圳市宝安区福永恒辉通讯手机店-2分店,113.81291999999999,22.692133,宝安区,福永
